NonDominatedPoints,ObjectiveValues,ConstraintValues,EqualityConstraintValues
"[2.65000e+03 1.00000e+02 2.00000e+03 1.06000e+03 1.00000e+02 1.00000e+03
 1.00000e+03 2.00000e+00 5.00000e-01 5.00000e-01 7.27300e+02 9.50571e+02
 1.00000e-02 5.00000e+01 1.00000e+01 1.00000e+00 1.00000e-06 1.00000e-06
 2.00000e-01 3.50000e+02 7.11200e+02 1.00000e-02 3.00000e+03 3.50000e+02
 8.06714e+02 1.00000e-02 1.00000e-05 1.00000e-06 1.00000e-02 1.00000e-05
 1.00000e+01 7.50000e+00 1.50000e+03 9.00000e+01 1.74520e+02 1.00000e-03
 5.00000e-01 5.00000e-01 2.00000e+02 2.00000e+01 2.00000e+01 5.00000e-01
 1.00000e+04 7.00000e+00 7.00000e+00 1.50000e+03 1.00000e-01 3.50000e+03
 1.00000e+01 2.00000e+01 4.00000e+01 7.00000e+01 2.00000e+02 3.00000e+02
 3.50000e+02 3.50000e+02 2.00000e+03 4.00000e+03 2.10000e+01 1.90000e+01
 7.94100e+00 1.17700e+01 1.59200e+01 2.20900e+01 3.42500e+01 6.71500e+01
 1.79100e+02 1.79100e+02 1.79100e+02 1.16600e+02 8.73700e-02 1.83600e-01
 3.29100e-01 6.25700e-01 1.50500e+00 6.05700e+00 5.90500e+01 5.90500e+01
 5.90600e+01 1.00000e-02 2.00000e+00 1.00000e+02 1.00000e+00 8.00000e+01
 5.00000e+01 5.00000e+03 1.00000e+03 4.44000e+03 1.00000e-01 5.50000e+03
 1.60000e+03 5.50000e+03 8.00000e+01 3.50000e+03 1.05000e+03 3.50000e+03
 1.00000e-01 5.00000e+03 1.80000e+03 5.00000e+03 1.00000e+01 2.00000e+03
 5.00000e+02 2.00000e+03 3.00000e+01 3.50000e+02 1.06000e+02 3.50000e+02
 1.00000e+01 3.50000e+02 1.06000e+02 3.50000e+02 1.50000e+01 3.50000e+00
 2.00000e+00]",[6.25442362e+06 6.84000038e+02],[-1946.],"[-6.00000000e+02  1.31242126e+02  9.87289677e+03 -9.79836262e+02
  3.65482353e-05  5.65736000e+03 -1.54028199e-05 -3.07272840e+01
  3.89567562e+01  6.84663644e+02 -3.88909093e+02 -1.66223599e+01
 -3.16239765e+05  1.75000000e+01  2.75000000e+01 -2.27500010e+02
 -5.17300001e+02  1.79699500e+03  5.00000000e-05  4.20000000e+02
  5.50000000e+02  1.01000000e+03  2.99999000e+01  1.21621622e+02
  3.74324324e+02  5.00000000e+02 -6.65675676e-05  1.49300000e+03
  7.43000000e+02  0.00000000e+00  2.99999900e+00 -1.31320066e+01
  3.13999993e+01  9.91576759e+02  2.33999802e+01  5.84479914e+00
 -1.13800009e+00  1.93331340e+02  1.49999708e+00 -9.99999997e-07
 -9.99999997e-07 -9.99999997e-07  4.99999900e+00  7.88000000e+06
  7.42203286e+09 -1.66442032e+04  3.33995222e+08  7.41668750e+07
 -1.85447000e+06  5.30000000e-04  4.63659900e+06 -6.89000000e+01
 -1.79009355e+08  1.85300000e+06  1.47000000e+03  0.00000000e+00
 -2.08274366e+03  1.83125000e+00  3.11000000e-01  2.16982000e+07
  3.11000000e+03  7.30000000e+01 -2.10000000e+02 -6.99999900e+00
  1.71000000e+04  1.89000000e+04  9.64162492e-01 -3.49300130e+00
 -1.52062919e+01 -3.11467160e+01 -9.47011629e+01 -1.02205525e+02
 -5.90933188e+00 -5.90933188e+00 -2.48254717e+00  3.37815042e+01
 -7.93226300e+01 -2.35216400e+02 -6.36470900e+02 -1.54567430e+03
 -6.84849500e+03 -2.01389430e+04 -6.26259500e+04 -6.26259500e+04
 -3.58140940e+05 -4.66400000e+05 -1.94285714e+04  0.00000000e+00
 -9.88312857e+04 -1.20000000e+05  1.08543934e+03  1.62815571e+03
  7.05629543e+03  5.42605914e+03  2.70128000e+03  5.42607514e+02
  0.00000000e+00 -1.00000000e+03  0.00000000e+00]"
"[1.84356520e+03 2.91436230e+02 1.72351649e+03 9.42482585e+02
 5.03847245e+01 3.10855317e+03 4.64169762e+02 1.26968600e+00
 4.58599826e+00 1.72208286e+00 2.01238181e+03 7.83099711e+02
 2.99331043e+01 4.22028417e+02 2.45303116e+01 7.50161039e+00
 9.13279638e+01 9.10070478e+00 2.36824095e+03 1.06047024e+03
 7.11924248e+03 1.50597677e+02 6.65200497e+02 1.90262455e+02
 1.00000000e+04 4.16643463e+02 1.32483431e+02 1.77331830e+02
 6.65937509e+03 1.36708804e+02 8.44828318e+01 5.47850297e+01
 2.47115255e+03 5.29480974e+03 6.00255989e+03 7.63388067e+01
 6.62021611e+00 1.65532014e+01 4.88985534e+02 5.07840479e+02
 6.46327167e+02 3.88968470e+01 1.84175704e+05 7.23788585e+00
 7.65161149e+00 4.78399285e+03 1.53682418e+01 3.08316139e+03
 8.05917346e+03 7.77657239e+03 4.04333742e+03 9.85126294e+03
 8.33186651e+03 7.08470384e+03 5.41875578e+03 3.37125855e+03
 6.29679598e+03 7.29950801e+03 8.12026476e+03 4.32611317e+03
 2.18880051e+03 1.00897003e+03 2.12774828e+02 4.76586273e+03
 7.59489940e+03 2.93902466e+03 9.07447766e+03 4.72401423e+03
 4.12604242e+03 9.97692700e+03 5.73556458e+03 2.81886592e+03
 5.11410946e+03 6.13508223e+03 1.27379078e+03 2.94907498e+03
 9.77827761e+04 2.42094157e+04 9.53749554e+04 1.96587568e+05
 9.14992194e-01 2.23969534e+02 1.17975171e+00 2.88789511e+02
 1.67041930e+02 5.87787382e+03 8.03464051e+03 6.05718533e+03
 4.70202300e+02 6.10533912e+03 1.57528161e+03 4.69878248e+03
 5.68313693e+01 6.68563405e+03 4.56262855e+02 5.22290457e+03
 9.42738948e+01 1.73869071e+03 6.75519126e+03 2.27171945e+03
 3.91921138e-01 8.46721586e+03 4.22520629e+03 7.68356940e+03
 8.44589904e+00 1.49842431e+01 8.35468772e+02 8.08122923e+02
 2.93783130e+01 6.13104467e+02 1.26765878e+02 6.23804066e+02
 8.69695808e+00 2.01889197e+00 7.09203333e+00]",[6.25442362e+06 6.84000038e+02],[-1946.],"[-6.00000000e+02  1.31242126e+02  9.87289677e+03 -9.79836262e+02
  3.65482353e-05  5.65736000e+03 -1.54028199e-05 -3.07272840e+01
  3.89567562e+01  6.84663644e+02 -3.88909093e+02 -1.66223599e+01
 -3.16239765e+05  1.75000000e+01  2.75000000e+01 -2.27500010e+02
 -5.17300001e+02  1.79699500e+03  5.00000000e-05  4.20000000e+02
  5.50000000e+02  1.01000000e+03  2.99999000e+01  1.21621622e+02
  3.74324324e+02  5.00000000e+02 -6.65675676e-05  1.49300000e+03
  7.43000000e+02  0.00000000e+00  2.99999900e+00 -1.31320066e+01
  3.13999993e+01  9.91576759e+02  2.33999802e+01  5.84479914e+00
 -1.13800009e+00  1.93331340e+02  1.49999708e+00 -9.99999997e-07
 -9.99999997e-07 -9.99999997e-07  4.99999900e+00  7.88000000e+06
  7.42203286e+09 -1.66442032e+04  3.33995222e+08  7.41668750e+07
 -1.85447000e+06  5.30000000e-04  4.63659900e+06 -6.89000000e+01
 -1.79009355e+08  1.85300000e+06  1.47000000e+03  0.00000000e+00
 -2.08274366e+03  1.83125000e+00  3.11000000e-01  2.16982000e+07
  3.11000000e+03  7.30000000e+01 -2.10000000e+02 -6.99999900e+00
  1.71000000e+04  1.89000000e+04  9.64162492e-01 -3.49300130e+00
 -1.52062919e+01 -3.11467160e+01 -9.47011629e+01 -1.02205525e+02
 -5.90933188e+00 -5.90933188e+00 -2.48254717e+00  3.37815042e+01
 -7.93226300e+01 -2.35216400e+02 -6.36470900e+02 -1.54567430e+03
 -6.84849500e+03 -2.01389430e+04 -6.26259500e+04 -6.26259500e+04
 -3.58140940e+05 -4.66400000e+05 -1.94285714e+04  0.00000000e+00
 -9.88312857e+04 -1.20000000e+05  1.08543934e+03  1.62815571e+03
  7.05629543e+03  5.42605914e+03  2.70128000e+03  5.42607514e+02
  0.00000000e+00 -1.00000000e+03  0.00000000e+00]"
"[8.38655823e+02 3.01136499e+01 2.03472670e+03 9.66957567e+02
 5.75877367e+01 2.35019806e+03 5.32749290e+02 1.54127410e+00
 3.05150130e+00 1.28687974e+00 2.15841449e+03 2.43091387e+03
 7.19917910e+01 5.55622808e+02 9.66319965e+01 8.58372310e+00
 7.92913568e+01 1.31676949e+01 3.44504456e+03 3.37076515e+03
 1.99617357e+03 7.00443042e+02 1.60183594e+03 2.13390267e+03
 4.97881882e+03 4.42957120e+02 2.85334751e+02 3.84322840e+02
 6.30164784e+03 6.06194128e+02 8.10828449e+01 7.96925824e+01
 2.67892789e+03 6.30960480e+03 6.31321189e+02 9.54253709e+01
 3.83710263e+00 1.08190007e+01 2.15693278e+02 6.73733935e+02
 6.98191604e+02 3.21380562e+01 3.28552731e+04 6.79639083e+00
 6.21626485e+00 3.13617907e+03 2.49849651e+01 4.88240788e+03
 2.34314439e+03 3.85552656e+02 7.33414089e+03 3.91627956e+03
 9.36988459e+03 7.99808578e+03 5.12140012e+03 7.86300415e+03
 2.94104543e+02 4.69734842e+03 2.68022945e+03 3.24684550e+02
 4.85909707e+03 6.15671421e+03 6.49567298e+03 7.43504810e+03
 3.21216450e+03 2.49428537e+03 9.99979225e+03 6.06923961e+03
 3.74379342e+03 6.93142820e+03 1.97152127e+03 5.61642630e+03
 9.29010860e+03 2.00794112e+03 8.49354207e+03 8.00496073e+03
 6.55512888e+04 2.02788454e+04 2.11779527e+04 3.03304101e+03
 1.39752365e+00 1.10569996e+02 1.49163141e+00 6.95518246e+02
 2.46282153e+02 7.50567644e+03 1.22148170e+03 2.86252995e+03
 3.51530324e+02 9.73112955e+03 8.18263609e+03 1.03396960e+03
 4.99177702e+01 5.55494273e+03 5.95547178e+02 2.93635675e+03
 7.72968761e+01 6.43066738e+03 3.64330426e+03 9.65492746e+03
 1.09353592e+01 2.23188320e+03 4.36798203e+03 3.20891822e+03
 8.25717892e+01 3.71970233e+02 4.01832134e+02 6.76021236e+02
 1.25518834e+01 7.40937670e+02 7.06519033e+02 9.45253510e+02
 6.67813624e+00 4.77005171e+00 4.01720067e+00]",[6.25442362e+06 6.84000038e+02],[-1946.],"[-6.00000000e+02  1.31242126e+02  9.87289677e+03 -9.79836262e+02
  3.65482353e-05  5.65736000e+03 -1.54028199e-05 -3.07272840e+01
  3.89567562e+01  6.84663644e+02 -3.88909093e+02 -1.66223599e+01
 -3.16239765e+05  1.75000000e+01  2.75000000e+01 -2.27500010e+02
 -5.17300001e+02  1.79699500e+03  5.00000000e-05  4.20000000e+02
  5.50000000e+02  1.01000000e+03  2.99999000e+01  1.21621622e+02
  3.74324324e+02  5.00000000e+02 -6.65675676e-05  1.49300000e+03
  7.43000000e+02  0.00000000e+00  2.99999900e+00 -1.31320066e+01
  3.13999993e+01  9.91576759e+02  2.33999802e+01  5.84479914e+00
 -1.13800009e+00  1.93331340e+02  1.49999708e+00 -9.99999997e-07
 -9.99999997e-07 -9.99999997e-07  4.99999900e+00  7.88000000e+06
  7.42203286e+09 -1.66442032e+04  3.33995222e+08  7.41668750e+07
 -1.85447000e+06  5.30000000e-04  4.63659900e+06 -6.89000000e+01
 -1.79009355e+08  1.85300000e+06  1.47000000e+03  0.00000000e+00
 -2.08274366e+03  1.83125000e+00  3.11000000e-01  2.16982000e+07
  3.11000000e+03  7.30000000e+01 -2.10000000e+02 -6.99999900e+00
  1.71000000e+04  1.89000000e+04  9.64162492e-01 -3.49300130e+00
 -1.52062919e+01 -3.11467160e+01 -9.47011629e+01 -1.02205525e+02
 -5.90933188e+00 -5.90933188e+00 -2.48254717e+00  3.37815042e+01
 -7.93226300e+01 -2.35216400e+02 -6.36470900e+02 -1.54567430e+03
 -6.84849500e+03 -2.01389430e+04 -6.26259500e+04 -6.26259500e+04
 -3.58140940e+05 -4.66400000e+05 -1.94285714e+04  0.00000000e+00
 -9.88312857e+04 -1.20000000e+05  1.08543934e+03  1.62815571e+03
  7.05629543e+03  5.42605914e+03  2.70128000e+03  5.42607514e+02
  0.00000000e+00 -1.00000000e+03  0.00000000e+00]"
"[1.15493104e+03 4.44491306e+02 1.06983002e+03 2.65000000e+02
 1.03170346e+02 6.76777680e+03 7.66705890e+02 4.37925432e+00
 9.57413221e-01 1.33263210e+00 9.09274138e+02 6.40446455e+03
 1.98230794e+01 4.39907898e+01 4.78172441e+01 7.88224538e+00
 1.00000000e+02 7.93894798e+01 3.23397823e+03 5.48140490e+03
 2.46990412e+03 9.38651092e+02 2.06477615e+03 8.09311600e+03
 6.27825383e+03 2.45267010e+02 2.24819009e+02 8.75683850e+01
 8.89021338e+03 6.73349612e+02 8.38589453e+01 3.95667716e-01
 7.18531270e+03 2.60789412e+03 8.41945660e+03 7.84208082e+00
 6.38150791e+00 9.47285397e+00 6.51023001e+02 6.73947415e+02
 4.14780270e+02 3.26796326e+01 6.56280539e+04 7.23763937e+00
 6.39183874e+00 4.80786963e+02 1.00000000e-01 5.68251798e+02
 8.23785081e+03 3.91144764e+02 1.29519338e+03 9.43845477e+02
 1.00000000e-01 1.31457426e+03 9.47602546e+03 5.62329260e+03
 2.18011726e+03 9.89531474e+03 2.31598417e+03 4.73137066e+03
 4.45071988e+03 4.64601442e+03 6.02587889e+03 5.43977415e+03
 3.62831351e+03 2.30283973e+03 7.20391114e+03 8.26795278e+03
 9.58216407e+03 1.02068565e+03 2.67885408e+03 8.86244158e+03
 1.00000000e-02 9.61121987e+03 4.17936813e+02 2.03260101e+03
 1.50947364e+03 7.04866912e+04 3.23347736e+04 4.91041008e+05
 7.71426490e-01 2.42547243e+02 1.97875415e+00 7.27209934e+02
 8.60321403e+02 1.41475135e+03 6.93757432e+03 6.77663895e+03
 1.31012018e+02 8.29993241e+03 7.89784830e+03 3.32898105e+03
 1.04415466e+02 6.27980977e+03 4.84690832e+03 3.46742926e+03
 7.82038987e+01 2.63886287e+03 1.00000000e+04 7.74470719e+03
 3.02164324e+01 1.00000000e-01 6.90381546e+03 4.13908074e+03
 7.14648585e+01 4.34487764e+02 4.10153943e+02 2.43944864e+02
 9.52942530e+01 2.50640451e+02 9.79014919e+01 5.01448301e+02
 1.27296075e+01 1.80904299e+00 5.97456333e+00]",[6.25442362e+06 6.84000038e+02],[-1946.],"[-6.00000000e+02  1.31242126e+02  9.87289677e+03 -9.79836262e+02
  3.65482353e-05  5.65736000e+03 -1.54028199e-05 -3.07272840e+01
  3.89567562e+01  6.84663644e+02 -3.88909093e+02 -1.66223599e+01
 -3.16239765e+05  1.75000000e+01  2.75000000e+01 -2.27500010e+02
 -5.17300001e+02  1.79699500e+03  5.00000000e-05  4.20000000e+02
  5.50000000e+02  1.01000000e+03  2.99999000e+01  1.21621622e+02
  3.74324324e+02  5.00000000e+02 -6.65675676e-05  1.49300000e+03
  7.43000000e+02  0.00000000e+00  2.99999900e+00 -1.31320066e+01
  3.13999993e+01  9.91576759e+02  2.33999802e+01  5.84479914e+00
 -1.13800009e+00  1.93331340e+02  1.49999708e+00 -9.99999997e-07
 -9.99999997e-07 -9.99999997e-07  4.99999900e+00  7.88000000e+06
  7.42203286e+09 -1.66442032e+04  3.33995222e+08  7.41668750e+07
 -1.85447000e+06  5.30000000e-04  4.63659900e+06 -6.89000000e+01
 -1.79009355e+08  1.85300000e+06  1.47000000e+03  0.00000000e+00
 -2.08274366e+03  1.83125000e+00  3.11000000e-01  2.16982000e+07
  3.11000000e+03  7.30000000e+01 -2.10000000e+02 -6.99999900e+00
  1.71000000e+04  1.89000000e+04  9.64162492e-01 -3.49300130e+00
 -1.52062919e+01 -3.11467160e+01 -9.47011629e+01 -1.02205525e+02
 -5.90933188e+00 -5.90933188e+00 -2.48254717e+00  3.37815042e+01
 -7.93226300e+01 -2.35216400e+02 -6.36470900e+02 -1.54567430e+03
 -6.84849500e+03 -2.01389430e+04 -6.26259500e+04 -6.26259500e+04
 -3.58140940e+05 -4.66400000e+05 -1.94285714e+04  0.00000000e+00
 -9.88312857e+04 -1.20000000e+05  1.08543934e+03  1.62815571e+03
  7.05629543e+03  5.42605914e+03  2.70128000e+03  5.42607514e+02
  0.00000000e+00 -1.00000000e+03  0.00000000e+00]"
"[7.19922876e+02 3.38683449e+02 1.59212020e+03 8.83341854e+02
 1.47349835e+01 3.72791727e+03 3.45721935e+02 1.78252883e+00
 1.79343886e+00 1.81200233e+00 6.70988862e+03 4.94381568e+03
 5.30973648e+01 6.18364101e+02 8.35353803e+01 7.33162710e+00
 2.63278424e+01 1.03135899e+01 5.46678577e+03 4.92405844e+03
 5.63711750e+03 7.03214958e+02 5.71780380e+03 1.00000000e+00
 6.02136145e+03 3.34439511e+02 3.21542740e+02 4.20056784e+02
 3.62442742e+03 8.97083764e+02 8.32480156e+01 6.27007339e+01
 7.42261533e+03 2.71603154e+03 8.41639633e+01 7.59000194e+01
 2.90162112e+00 1.21066402e+01 8.14300915e+02 8.95352993e+02
 6.10331585e+02 4.03932863e+01 5.05909045e+04 7.22587639e+00
 6.16702733e+00 9.33346075e+03 4.96366458e+01 9.91762695e+03
 7.58839011e+03 1.12783700e+03 1.00000000e-01 4.65149942e+03
 5.10747542e+03 9.16973576e+03 3.14978545e+03 2.56676921e+03
 8.34971209e+03 7.57609391e+03 1.71662330e+03 6.23753946e+02
 7.27006445e+03 5.50779759e+03 3.96887708e+02 3.62208763e+03
 4.86821583e+03 7.98682894e+03 6.57064848e+03 3.73831126e+03
 4.66808647e+03 9.55532123e+03 3.21360263e+02 7.40143398e+03
 9.27862109e+03 2.18735880e+03 7.04287780e+03 1.91705901e+03
 7.26655363e+04 5.39160131e+04 5.18203882e+04 7.89771897e+05
 1.49900078e+00 6.55468705e+01 9.76222293e-01 2.48886523e+02
 7.74928823e+02 8.62379310e+03 1.00000000e-01 1.50403262e+03
 6.98439927e+02 2.10672549e+03 1.00000000e-01 6.16385686e+03
 2.84656669e+01 6.28039007e+03 7.78595950e+03 2.20668913e+03
 7.37584355e+01 2.69160490e+03 4.24626700e+03 9.09526200e+03
 2.80632268e+01 1.00000000e-01 5.01703110e+03 6.06193974e+03
 2.61973406e+01 3.27744826e+02 2.75174574e+02 3.51840113e+02
 5.29302330e+01 6.05479933e+02 4.42462532e+01 4.49397719e+02
 8.66836330e+00 2.39924879e+00 5.22037310e+00]",[6.25442362e+06 6.84000038e+02],[-1946.],"[-6.00000000e+02  1.31242126e+02  9.87289677e+03 -9.79836262e+02
  3.65482353e-05  5.65736000e+03 -1.54028199e-05 -3.07272840e+01
  3.89567562e+01  6.84663644e+02 -3.88909093e+02 -1.66223599e+01
 -3.16239765e+05  1.75000000e+01  2.75000000e+01 -2.27500010e+02
 -5.17300001e+02  1.79699500e+03  5.00000000e-05  4.20000000e+02
  5.50000000e+02  1.01000000e+03  2.99999000e+01  1.21621622e+02
  3.74324324e+02  5.00000000e+02 -6.65675676e-05  1.49300000e+03
  7.43000000e+02  0.00000000e+00  2.99999900e+00 -1.31320066e+01
  3.13999993e+01  9.91576759e+02  2.33999802e+01  5.84479914e+00
 -1.13800009e+00  1.93331340e+02  1.49999708e+00 -9.99999997e-07
 -9.99999997e-07 -9.99999997e-07  4.99999900e+00  7.88000000e+06
  7.42203286e+09 -1.66442032e+04  3.33995222e+08  7.41668750e+07
 -1.85447000e+06  5.30000000e-04  4.63659900e+06 -6.89000000e+01
 -1.79009355e+08  1.85300000e+06  1.47000000e+03  0.00000000e+00
 -2.08274366e+03  1.83125000e+00  3.11000000e-01  2.16982000e+07
  3.11000000e+03  7.30000000e+01 -2.10000000e+02 -6.99999900e+00
  1.71000000e+04  1.89000000e+04  9.64162492e-01 -3.49300130e+00
 -1.52062919e+01 -3.11467160e+01 -9.47011629e+01 -1.02205525e+02
 -5.90933188e+00 -5.90933188e+00 -2.48254717e+00  3.37815042e+01
 -7.93226300e+01 -2.35216400e+02 -6.36470900e+02 -1.54567430e+03
 -6.84849500e+03 -2.01389430e+04 -6.26259500e+04 -6.26259500e+04
 -3.58140940e+05 -4.66400000e+05 -1.94285714e+04  0.00000000e+00
 -9.88312857e+04 -1.20000000e+05  1.08543934e+03  1.62815571e+03
  7.05629543e+03  5.42605914e+03  2.70128000e+03  5.42607514e+02
  0.00000000e+00 -1.00000000e+03  0.00000000e+00]"
"[1.16593427e+03 4.46097789e+02 1.44515994e+03 3.20521808e+02
 1.05817330e+02 8.79224165e+03 8.16095045e+02 3.90805303e+00
 5.02798281e-01 1.38332952e+00 2.85395666e+03 6.37669703e+03
 1.47791903e+01 7.83339673e+01 3.85046105e+01 6.51118975e+00
 1.00000000e+02 7.14392837e+01 2.95060543e+03 5.52773710e+03
 2.00732964e+03 9.08068815e+02 3.51543740e+03 9.62123126e+03
 6.59916380e+03 2.28912058e+02 1.74180241e+02 1.11971184e+02
 1.00000000e+04 5.98751184e+02 8.32975293e+01 7.57247809e+00
 7.34989322e+03 3.02192243e+03 8.28372298e+03 1.03463873e+01
 6.38332007e+00 1.03441438e+01 6.12175789e+02 7.39968527e+02
 4.47200608e+02 3.81370984e+01 7.23599852e+04 7.04896506e+00
 6.44896302e+00 5.31748239e+02 8.21664513e+00 3.21125264e+02
 8.34349336e+03 7.99516073e+02 1.98500100e+03 2.33717552e+02
 9.13255337e+01 2.02197620e+03 8.54095544e+03 6.09526185e+03
 1.77098767e+03 8.78989345e+03 1.25867514e+03 5.17614283e+03
 4.42024425e+03 3.52494150e+03 5.81739744e+03 5.39715194e+03
 2.48598369e+03 3.26680649e+03 7.13446638e+03 7.25594185e+03
 1.00000000e+04 1.19756693e+03 2.88728365e+03 8.71578086e+03
 8.93079840e+02 9.94421492e+03 1.19332676e+03 2.25642602e+03
 1.00482780e+02 7.03437373e+04 3.58780605e+04 4.14752658e+05
 7.26317927e-01 2.78736895e+02 2.00000000e+00 7.51479831e+02
 7.63756415e+02 6.59833502e+02 8.05905561e+03 5.64011878e+03
 7.81962515e+01 7.90373592e+03 9.34050936e+03 2.76061648e+03
 1.09431692e+02 6.15120000e+03 4.73189815e+03 3.01161861e+03
 7.77079919e+01 3.40092815e+03 8.25851559e+03 6.88062808e+03
 2.66081681e+01 3.75051122e+02 6.75596660e+03 4.66646831e+03
 6.62933759e+01 4.61974888e+02 3.75500045e+02 2.27443264e+02
 9.48294450e+01 2.80628611e+02 2.65025631e+02 5.28617892e+02
 1.21454634e+01 2.03968827e+00 5.39541395e+00]",[6.25442362e+06 6.84000038e+02],[-1946.],"[-6.00000000e+02  1.31242126e+02  9.87289677e+03 -9.79836262e+02
  3.65482353e-05  5.65736000e+03 -1.54028199e-05 -3.07272840e+01
  3.89567562e+01  6.84663644e+02 -3.88909093e+02 -1.66223599e+01
 -3.16239765e+05  1.75000000e+01  2.75000000e+01 -2.27500010e+02
 -5.17300001e+02  1.79699500e+03  5.00000000e-05  4.20000000e+02
  5.50000000e+02  1.01000000e+03  2.99999000e+01  1.21621622e+02
  3.74324324e+02  5.00000000e+02 -6.65675676e-05  1.49300000e+03
  7.43000000e+02  0.00000000e+00  2.99999900e+00 -1.31320066e+01
  3.13999993e+01  9.91576759e+02  2.33999802e+01  5.84479914e+00
 -1.13800009e+00  1.93331340e+02  1.49999708e+00 -9.99999997e-07
 -9.99999997e-07 -9.99999997e-07  4.99999900e+00  7.88000000e+06
  7.42203286e+09 -1.66442032e+04  3.33995222e+08  7.41668750e+07
 -1.85447000e+06  5.30000000e-04  4.63659900e+06 -6.89000000e+01
 -1.79009355e+08  1.85300000e+06  1.47000000e+03  0.00000000e+00
 -2.08274366e+03  1.83125000e+00  3.11000000e-01  2.16982000e+07
  3.11000000e+03  7.30000000e+01 -2.10000000e+02 -6.99999900e+00
  1.71000000e+04  1.89000000e+04  9.64162492e-01 -3.49300130e+00
 -1.52062919e+01 -3.11467160e+01 -9.47011629e+01 -1.02205525e+02
 -5.90933188e+00 -5.90933188e+00 -2.48254717e+00  3.37815042e+01
 -7.93226300e+01 -2.35216400e+02 -6.36470900e+02 -1.54567430e+03
 -6.84849500e+03 -2.01389430e+04 -6.26259500e+04 -6.26259500e+04
 -3.58140940e+05 -4.66400000e+05 -1.94285714e+04  0.00000000e+00
 -9.88312857e+04 -1.20000000e+05  1.08543934e+03  1.62815571e+03
  7.05629543e+03  5.42605914e+03  2.70128000e+03  5.42607514e+02
  0.00000000e+00 -1.00000000e+03  0.00000000e+00]"
